Pathway Name	Pathway Id	Source Name	Organism	Pathway uploaded gene count	Genes in InnateDB for this entity	Pathway p-value	Pathway p-value (corrected)	Gene Symbols	Genes (Symbol|IDBG-ID|Ensembl|Entrez|Fold Change|P-Value)
EGFR-dependent Endothelin signaling events	15405	PID NCI	9606	2	9	0.010750401016476572	0.028528301530105143	EGFR; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Role of ppar-gamma coactivators in obesity and thermogenesis	4034	PID BIOCARTA	9606	2	9	0.010750401016476572	0.028528301530105143	EP300; NCOA2; 	EP300|IDBG-8992|ENSG00000100393|2033|; NCOA2|IDBG-24827|ENSG00000140396|10499|; 
Links between pyk2 and map kinases	4153	PID BIOCARTA	9606	3	26	0.01110795121162735	0.029025374430382576	JUN; SHC1; SRC; 	JUN|IDBG-99221|ENSG00000177606|3725|; SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Pdgf signaling pathway	4071	PID BIOCARTA	9606	3	26	0.01110795121162735	0.029025374430382576	CSNK2A1; JUN; SHC1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; JUN|IDBG-99221|ENSG00000177606|3725|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
RNA transport	10361	KEGG	9606	8	170	0.011909067879036962	0.03099994005153896	EEF1A1; EEF1A2; EIF1AX; EIF1AY; EIF2B2; EIF5; EIF5B; KPNB1; 	EEF1A1|IDBG-92423|ENSG00000156508|102724204,1915|; EEF1A2|IDBG-86175|ENSG00000101210|1917|; EIF1AX|IDBG-50658|ENSG00000173674|1964|; EIF1AY|IDBG-384|ENSG00000198692|9086|; EIF2B2|IDBG-12676|ENSG00000119718|8892|; EIF5|IDBG-21484|ENSG00000100664|1983|; EIF5B|IDBG-63343|ENSG00000158417|9669|; KPNB1|IDBG-56053|ENSG00000108424|3837|; 
Control of gene expression by vitamin d receptor	4029	PID BIOCARTA	9606	3	27	0.012333227065072165	0.03174060701275176	EP300; NCOA2; NCOR1; 	EP300|IDBG-8992|ENSG00000100393|2033|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOR1|IDBG-31971|ENSG00000141027|9611|; 
GRB2 events in ERBB2 signaling	13287	REACTOME	9606	3	27	0.012333227065072165	0.03174060701275176	EGFR; JAK2; KRAS; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
Multi-step regulation of transcription by pitx2	4152	PID BIOCARTA	9606	3	27	0.012333227065072165	0.03174060701275176	CSNK2A1; EP300; LRP6; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; EP300|IDBG-8992|ENSG00000100393|2033|; LRP6|IDBG-20075|ENSG00000070018|4040|; 
C-MYB transcription factor network	15398	PID NCI	9606	5	78	0.013285449826767447	0.03368281331544758	CEBPA; MAP3K7; NCOR1; SP1; SPI1; 	CEBPA|IDBG-409028|ENSG00000245848|1050|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; NCOR1|IDBG-31971|ENSG00000141027|9611|; SP1|IDBG-36616|ENSG00000185591|6667|; SPI1|IDBG-43260|ENSG00000066336|6688|; 
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	13017	REACTOME	9606	5	78	0.013285449826767447	0.03368281331544758	APP; CYLD; EP300; PIN1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; EP300|IDBG-8992|ENSG00000100393|2033|; PIN1|IDBG-26087|ENSG00000127445|5300|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll-Like Receptors Cascades	17767	REACTOME	9606	7	140	0.013424490845458673	0.033909269468899314	APP; JAK2; JUN; MAP3K7; TAB1; TAB2; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
LIF signaling	16169	INOH	9606	2	10	0.013279573551038634	0.033920109220255984	EP300; JAK2; 	EP300|IDBG-8992|ENSG00000100393|2033|; JAK2|IDBG-47039|ENSG00000096968|3717|; 
Overview of telomerase protein component gene htert transcriptional regulation	3983	PID BIOCARTA	9606	2	10	0.013279573551038634	0.033920109220255984	ESR1; SP1; 	ESR1|IDBG-97997|ENSG00000091831|2099|; SP1|IDBG-36616|ENSG00000185591|6667|; 
BARD1 signaling events	15606	PID NCI	9606	3	28	0.01363296110583795	0.03405743397136074	EWSR1; PCNA; RAD51; 	EWSR1|IDBG-3488|ENSG00000182944|2130|; PCNA|IDBG-50801|ENSG00000132646|5111|; RAD51|IDBG-6509|ENSG00000051180|5888|; 
Endothelins	15358	PID NCI	9606	3	28	0.01363296110583795	0.03405743397136074	JAK2; JUN; SRC; 	JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Nfkb activation by nontypeable hemophilus influenzae	4159	PID BIOCARTA	9606	3	28	0.01363296110583795	0.03405743397136074	EP300; MAP3K7; SMAD3; 	EP300|IDBG-8992|ENSG00000100393|2033|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SMAD3|IDBG-18366|ENSG00000166949|4088|; 
Centrosome maturation	18712	REACTOME	9606	5	79	0.013981508201016058	0.03454850939526431	CSNK1E; DYNLL1; ODF2; TUBA4A; YWHAE; 	CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; DYNLL1|IDBG-60661|ENSG00000088986|8655|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Recruitment of mitotic centrosome proteins and complexes	12979	REACTOME	9606	5	79	0.013981508201016058	0.03454850939526431	CSNK1E; DYNLL1; ODF2; TUBA4A; YWHAE; 	CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; DYNLL1|IDBG-60661|ENSG00000088986|8655|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
G1/S Transition	17967	REACTOME	9606	6	109	0.013981390147026426	0.034800394453547524	DBF4; MCM2; PCNA; PRIM1; PRIM2; UBC; 	DBF4|IDBG-25283|ENSG00000006634|10926|; MCM2|IDBG-54871|ENSG00000073111|4171|; PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Extension of Telomeres	19607	REACTOME	9606	3	29	0.015007747483672227	0.03655458494237306	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
HIF-2-alpha transcription factor network	15324	PID NCI	9606	3	29	0.015007747483672227	0.03655458494237306	SIRT1; SP1; VHL; 	SIRT1|IDBG-75847|ENSG00000096717|23411|; SP1|IDBG-36616|ENSG00000185591|6667|; VHL|IDBG-17819|ENSG00000134086|7428|; 
IGF1 pathway	15262	PID NCI	9606	3	29	0.015007747483672227	0.03655458494237306	SHC1; YWHAE; YWHAZ; 	SHC1|IDBG-103007|ENSG00000160691|6464|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Lissencephaly gene (LIS1) in neuronal migration and development	15729	PID NCI	9606	3	29	0.015007747483672227	0.03655458494237306	CSNK2A1; NUDC; YWHAE; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; NUDC|IDBG-94765|ENSG00000090273|10726|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Cell to cell adhesion signaling	4013	PID BIOCARTA	9606	2	11	0.01603952066389732	0.03798247601659018	ACTA1; SRC; 	ACTA1|IDBG-107311|ENSG00000143632|58|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Condensation of Prometaphase Chromosomes	12938	REACTOME	9606	2	11	0.01603952066389732	0.03798247601659018	CCNB2; CSNK2A1; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; 
Epo signaling pathway	4020	PID BIOCARTA	9606	2	11	0.01603952066389732	0.03798247601659018	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
IL-5 signaling	16159	INOH	9606	2	11	0.01603952066389732	0.03798247601659018	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Regulation of eif2	4041	PID BIOCARTA	9606	2	11	0.01603952066389732	0.03798247601659018	EIF2AK3; EIF5; 	EIF2AK3|IDBG-60518|ENSG00000172071|9451|; EIF5|IDBG-21484|ENSG00000100664|1983|; 
Regulation of transcriptional activity by pml	3937	PID BIOCARTA	9606	2	11	0.01603952066389732	0.03798247601659018	PAX3; SIRT1; 	PAX3|IDBG-82144|ENSG00000135903|5077|; SIRT1|IDBG-75847|ENSG00000096717|23411|; 
Signaling mediated by p38-gamma and p38-delta	15207	PID NCI	9606	2	11	0.01603952066389732	0.03798247601659018	MAPT; SNTA1; 	MAPT|IDBG-55163|ENSG00000186868|4137|; SNTA1|IDBG-66573|ENSG00000101400|6640|; 
Mcalpain and friends in cell motility	4086	PID BIOCARTA	9606	3	30	0.01645807029202775	0.03883876795558106	ACTA1; EGFR; SHC1; 	ACTA1|IDBG-107311|ENSG00000143632|58|; EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Translation	17867	REACTOME	9606	7	145	0.01601843036083473	0.03887747155191917	EEF1A1; EEF1A2; EIF1AX; EIF2B2; EIF5; EIF5B; RPS4Y1; 	EEF1A1|IDBG-92423|ENSG00000156508|102724204,1915|; EEF1A2|IDBG-86175|ENSG00000101210|1917|; EIF1AX|IDBG-50658|ENSG00000173674|1964|; EIF2B2|IDBG-12676|ENSG00000119718|8892|; EIF5|IDBG-21484|ENSG00000100664|1983|; EIF5B|IDBG-63343|ENSG00000158417|9669|; RPS4Y1|IDBG-6|ENSG00000129824|6192|; 
IGF1R signaling cascade	19000	REACTOME	9606	5	83	0.017010596455378477	0.03973022870742507	AKT2; JAK2; KRAS; PPM1A; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Insulin receptor signalling cascade	18606	REACTOME	9606	5	83	0.017010596455378477	0.03973022870742507	AKT2; JAK2; KRAS; PPM1A; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	13284	REACTOME	9606	5	83	0.017010596455378477	0.03973022870742507	AKT2; JAK2; KRAS; PPM1A; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
RMTs methylate histone arginines	18864	REACTOME	9606	4	55	0.01717423480333655	0.039975522648039344	HIST2H2AC; JAK2; SMARCB1; WDR5; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; JAK2|IDBG-47039|ENSG00000096968|3717|; SMARCB1|IDBG-2584|ENSG00000099956|6598|; WDR5|IDBG-91736|ENSG00000196363|11091|; 
Arf6 signaling events	15819	PID NCI	9606	3	31	0.017984308434845643	0.04129730085038629	EGFR; SRC; USP6; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SRC|IDBG-74081|ENSG00000197122|6714|; USP6|IDBG-21050|ENSG00000129204|9098|; 
Bcr signaling pathway	4023	PID BIOCARTA	9606	3	31	0.017984308434845643	0.04129730085038629	CSNK2A1; JUN; SHC1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; JUN|IDBG-99221|ENSG00000177606|3725|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
TGF-beta receptor signaling activates SMADs	13268	REACTOME	9606	3	31	0.017984308434845643	0.04129730085038629	SMAD2; SMAD3; UBC; 	SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; UBC|IDBG-64029|ENSG00000150991|7316|; 
IL3	15919	NETPATH	9606	5	84	0.017830715985744004	0.041362409191419765	JAK2; SHC1; SRC; YWHAQ; YWHAZ; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
ATF-2 transcription factor network	15253	PID NCI	9606	4	56	0.01824154474181903	0.0414691117130686	CUL3; EP300; ESR1; JUN; 	CUL3|IDBG-82331|ENSG00000036257|8452|; EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; JUN|IDBG-99221|ENSG00000177606|3725|; 
Mapkinase signaling pathway	4137	PID BIOCARTA	9606	4	56	0.01824154474181903	0.0414691117130686	CEBPA; JUN; MAP3K7; SP1; 	CEBPA|IDBG-409028|ENSG00000245848|1050|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SP1|IDBG-36616|ENSG00000185591|6667|; 
MAPK signaling pathway	487	KEGG	9606	10	257	0.018129151815633536	0.041490206504235135	AKT2; CACNB3; EGFR; JUN; KRAS; MAP3K7; MAPT; PPM1A; TAB1; TAB2; 	AKT2|IDBG-51270|ENSG00000105221|208|; CACNB3|IDBG-30418|ENSG00000167535|784|; EGFR|IDBG-16933|ENSG00000146648|1956|; JUN|IDBG-99221|ENSG00000177606|3725|; KRAS|IDBG-23889|ENSG00000133703|3845|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; MAPT|IDBG-55163|ENSG00000186868|4137|; PPM1A|IDBG-8210|ENSG00000100614|5494|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; 
Carm1 and regulation of the estrogen receptor	4134	PID BIOCARTA	9606	2	12	0.019021175972542315	0.0419820129879413	EP300; ESR1; 	EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; 
Downregulation of ERBB2:ERBB3 signaling	13285	REACTOME	9606	2	12	0.019021175972542315	0.0419820129879413	AKT2; UBC; 	AKT2|IDBG-51270|ENSG00000105221|208|; UBC|IDBG-64029|ENSG00000150991|7316|; 
HSF1 activation	19458	REACTOME	9606	2	12	0.019021175972542315	0.0419820129879413	EEF1A1; YWHAE; 	EEF1A1|IDBG-92423|ENSG00000156508|102724204,1915|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Il 3 signaling pathway	3967	PID BIOCARTA	9606	2	12	0.019021175972542315	0.0419820129879413	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Inhibition of replication initiation of damaged DNA by RB1/E2F1	12966	REACTOME	9606	2	12	0.019021175972542315	0.0419820129879413	PRIM1; PRIM2; 	PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
JNK signaling in the CD4+ TCR pathway	15461	PID NCI	9606	2	12	0.019021175972542315	0.0419820129879413	JUN; MAP3K7; 	JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; 
p38MAPK events	13182	REACTOME	9606	2	12	0.019021175972542315	0.0419820129879413	KRAS; RALB; 	KRAS|IDBG-23889|ENSG00000133703|3845|; RALB|IDBG-68212|ENSG00000144118|5899|; 
ErbB1 downstream signaling	15233	PID NCI	9606	5	85	0.018676596341375255	0.04217694935370174	ACTR3; EGFR; JUN; SRC; YWHAZ; 	ACTR3|IDBG-67369|ENSG00000115091|10096|; EGFR|IDBG-16933|ENSG00000146648|1956|; JUN|IDBG-99221|ENSG00000177606|3725|; SRC|IDBG-74081|ENSG00000197122|6714|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
PDGFR-beta signaling pathway	15816	PID NCI	9606	5	85	0.018676596341375255	0.04217694935370174	ACTR3; JAK2; JUN; PIN1; SHC1; 	ACTR3|IDBG-67369|ENSG00000115091|10096|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; PIN1|IDBG-26087|ENSG00000127445|5300|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
NOD-like receptor signaling pathway	8112	KEGG	9606	4	57	0.019349244110898747	0.04256833704397724	ERBB2IP; MAP3K7; TAB1; TAB2; 	ERBB2IP|IDBG-24405|ENSG00000112851|55914|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; 
EPHB forward signaling	15316	PID NCI	9606	3	32	0.019586740331758012	0.04281460546877873	EPHB3; SHC1; SRC; 	EPHB3|IDBG-68339|ENSG00000182580|2049|; SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Role of egf receptor transactivation by gpcrs in cardiac hypertrophy	3987	PID BIOCARTA	9606	3	32	0.019586740331758012	0.04281460546877873	EGFR; JUN; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JUN|IDBG-99221|ENSG00000177606|3725|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Metabolism of proteins	18366	REACTOME	9606	20	678	0.020241487681540906	0.044104455587255266	CCT2; CCT3; CCT4; CCT5; CCT6A; CCT7; EEF1A1; EEF1A2; EIF1AX; EIF2AK3; EIF2B2; EIF5; EIF5A; EIF5B; FBXO6; HSCB; RPS4Y1; SHC1; TCP1; TUBA4A; 	CCT2|IDBG-47181|ENSG00000166226|10576|; CCT3|IDBG-103469|ENSG00000163468|7203|; CCT4|IDBG-53426|ENSG00000115484|10575|; CCT5|IDBG-12328|ENSG00000150753|22948|; CCT6A|IDBG-17442|ENSG00000146731|908|; CCT7|IDBG-56424|ENSG00000135624|10574|; EEF1A1|IDBG-92423|ENSG00000156508|102724204,1915|; EEF1A2|IDBG-86175|ENSG00000101210|1917|; EIF1AX|IDBG-50658|ENSG00000173674|1964|; EIF2AK3|IDBG-60518|ENSG00000172071|9451|; EIF2B2|IDBG-12676|ENSG00000119718|8892|; EIF5|IDBG-21484|ENSG00000100664|1983|; EIF5A|IDBG-24314|ENSG00000132507|1984|; EIF5B|IDBG-63343|ENSG00000158417|9669|; FBXO6|IDBG-89462|ENSG00000116663|26270|; HSCB|IDBG-3404|ENSG00000100209|150274|; RPS4Y1|IDBG-6|ENSG00000129824|6192|; SHC1|IDBG-103007|ENSG00000160691|6464|; TCP1|IDBG-98570|ENSG00000120438|677812,6950|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; 
Acute myeloid leukemia	424	KEGG	9606	4	58	0.02049771867598265	0.04452052272936359	AKT2; CEBPA; KRAS; SPI1; 	AKT2|IDBG-51270|ENSG00000105221|208|; CEBPA|IDBG-409028|ENSG00000245848|1050|; KRAS|IDBG-23889|ENSG00000133703|3845|; SPI1|IDBG-43260|ENSG00000066336|6688|; 
Bioactive peptide induced signaling pathway	4135	PID BIOCARTA	9606	3	33	0.021265548471942338	0.04560724546498326	JAK2; MAPT; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; MAPT|IDBG-55163|ENSG00000186868|4137|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
E2F mediated regulation of DNA replication	12968	REACTOME	9606	3	33	0.021265548471942338	0.04560724546498326	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
Integrin signaling pathway	4024	PID BIOCARTA	9606	3	33	0.021265548471942338	0.04560724546498326	ACTA1; SHC1; SRC; 	ACTA1|IDBG-107311|ENSG00000143632|58|; SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Negative regulators of RIG-I/MDA5 signaling	13013	REACTOME	9606	3	33	0.021265548471942338	0.04560724546498326	CYLD; PIN1; UBC; 	CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; PIN1|IDBG-26087|ENSG00000127445|5300|; UBC|IDBG-64029|ENSG00000150991|7316|; 
IL5	15921	NETPATH	9606	4	59	0.02168732767860141	0.04636601089907887	JAK2; JUN; SHC1; YWHAZ; 	JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; SHC1|IDBG-103007|ENSG00000160691|6464|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Il 6 signaling pathway	3992	PID BIOCARTA	9606	2	13	0.022215722113509445	0.04705317540811627	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Signaling by Activin	13273	REACTOME	9606	2	13	0.022215722113509445	0.04705317540811627	SMAD2; SMAD3; 	SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; 
repression of WNT target genes	18872	REACTOME	9606	2	13	0.022215722113509445	0.04705317540811627	TLE1; TLE2; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; 
Coregulation of Androgen receptor activity	15082	PID NCI	9606	4	60	0.022918403958548376	0.04839118111371515	AR; NCOA2; NCOA6; UBE3A; 	AR|IDBG-73722|ENSG00000169083|367|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; UBE3A|IDBG-4274|ENSG00000114062|7337|; 
Gap junction	436	KEGG	9606	5	90	0.023302385480815212	0.0488991596858953	EGFR; KRAS; SRC; TUBA4A; TUBB8; 	EGFR|IDBG-16933|ENSG00000146648|1956|; KRAS|IDBG-23889|ENSG00000133703|3845|; SRC|IDBG-74081|ENSG00000197122|6714|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; TUBB8|IDBG-777287|ENSG00000261456|347688|; 
Prostate cancer	544	KEGG	9606	5	90	0.023302385480815212	0.0488991596858953	AKT2; AR; EGFR; EP300; KRAS; 	AKT2|IDBG-51270|ENSG00000105221|208|; AR|IDBG-73722|ENSG00000169083|367|; EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; KRAS|IDBG-23889|ENSG00000133703|3845|; 
Interferon Signaling	18059	REACTOME	9606	7	158	0.024393797363320164	0.05103242270485997	ARIH1; ICAM1; JAK2; KPNB1; NEDD4; PIN1; UBC; 	ARIH1|IDBG-20750|ENSG00000166233|25820|; ICAM1|IDBG-26804|ENSG00000090339|3383|; JAK2|IDBG-47039|ENSG00000096968|3717|; KPNB1|IDBG-56053|ENSG00000108424|3837|; NEDD4|IDBG-13236|ENSG00000069869|4734|; PIN1|IDBG-26087|ENSG00000127445|5300|; UBC|IDBG-64029|ENSG00000150991|7316|; 
HGF signaling pathway	16200	INOH	9606	3	35	0.024852570068144366	0.0515180935759102	KRAS; SHC1; SRC; 	KRAS|IDBG-23889|ENSG00000133703|3845|; SHC1|IDBG-103007|ENSG00000160691|6464|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Validated transcriptional targets of AP1 family members Fra1 and Fra2	14994	PID NCI	9606	3	35	0.024852570068144366	0.0515180935759102	EP300; JUN; SP1; 	EP300|IDBG-8992|ENSG00000100393|2033|; JUN|IDBG-99221|ENSG00000177606|3725|; SP1|IDBG-36616|ENSG00000185591|6667|; 
Adaptive Immune System	18371	REACTOME	9606	18	604	0.024740431622739693	0.051599309989934165	AKT2; CD81; CUL3; DYNLL1; DZIP3; EGFR; FBXO6; HUWE1; ICAM1; KRAS; MAP3K7; NEDD4; TAB2; TUBA4A; UBC; UBE3A; VHL; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; CD81|IDBG-22455|ENSG00000110651|975|; CUL3|IDBG-82331|ENSG00000036257|8452|; DYNLL1|IDBG-60661|ENSG00000088986|8655|; DZIP3|IDBG-49039|ENSG00000198919|9666|; EGFR|IDBG-16933|ENSG00000146648|1956|; FBXO6|IDBG-89462|ENSG00000116663|26270|; HUWE1|IDBG-70116|ENSG00000086758|10075|; ICAM1|IDBG-26804|ENSG00000090339|3383|; KRAS|IDBG-23889|ENSG00000133703|3845|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; NEDD4|IDBG-13236|ENSG00000069869|4734|; TAB2|IDBG-97690|ENSG00000055208|23118|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; UBC|IDBG-64029|ENSG00000150991|7316|; UBE3A|IDBG-4274|ENSG00000114062|7337|; VHL|IDBG-17819|ENSG00000134086|7428|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Attenuation phase	17488	REACTOME	9606	2	14	0.02561458478555754	0.052776878621601936	DNAJB1; EP300; 	DNAJB1|IDBG-33491|ENSG00000132002|3337|; EP300|IDBG-8992|ENSG00000100393|2033|; 
S1P3 pathway	15477	PID NCI	9606	2	14	0.02561458478555754	0.052776878621601936	JAK2; SRC; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SRC|IDBG-74081|ENSG00000197122|6714|; 
BCR signaling pathway	15384	PID NCI	9606	4	63	0.02686337206573666	0.054526249252477385	CSNK2A1; JUN; MAP3K7; SHC1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Meiotic recombination	13921	REACTOME	9606	4	63	0.02686337206573666	0.054526249252477385	HIST2H2AC; HIST2H2BE; HIST3H3; RAD51; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; RAD51|IDBG-6509|ENSG00000051180|5888|; 
IGF1 signaling pathway	16216	INOH	9606	3	36	0.02676070777586563	0.0546431218656897	AKT2; KRAS; SHC1; 	AKT2|IDBG-51270|ENSG00000105221|208|; KRAS|IDBG-23889|ENSG00000133703|3845|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Role of Calcineurin-dependent NFAT signaling in lymphocytes	15595	PID NCI	9606	3	36	0.02676070777586563	0.0546431218656897	CSNK2A1; KPNB1; YWHAQ; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; KPNB1|IDBG-56053|ENSG00000108424|3837|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
