query_ID	query_uniprot	partner_uniprot	query_symbol	partner_symbol	species	evidence_type
-	A6NFN3	Q9NW64	RBFOX3	RBM22	human	pred
-	P20701	Q9Y5E9	ITGAL	PCDHB14	human	pred
-	O75494	Q01081	SRSF10	U2AF1	human	pred
-	P29558	Q9NW64	RBMS1	RBM22	human	pred
-	O94888	Q9NYJ8	UBXN7	TAB2	human	pred
-	O15379	Q9H2X6	HDAC3	HIPK2	human	pred
-	P02751	P09651	FN1	HNRNPA1	human	exp
-	P03372	P41235	ESR1	HNF4A	human	pred
-	Q92831	Q96EB6	KAT2B	SIRT1	human	exp_pred
-	Q13485	Q9Y6N7	SMAD4	ROBO1	human	pred
-	P08579	Q12849	SNRPB2	GRSF1	human	pred
-	P31942	P55795	HNRNPH3	HNRNPH2	human	exp_pred
-	P55286	Q9BY67	CDH8	CADM1	human	pred
-	P02545	Q09472	LMNA	EP300	human	pred
-	Q15427	Q8IY67	SF3B4	RAVER1	human	pred
-	P22626	Q9H361	HNRNPA2B1	PABPC3	human	pred
-	P31751	P46934	AKT2	NEDD4	human	pred
-	P38398	Q9NYB0	BRCA1	TERF2IP	human	pred
-	Q96DU9	Q9Y5S9	PABPC5	RBM8A	human	pred
-	O00141	Q03431	SGK1	PTH1R	human	pred
-	Q13148	Q9H2X6	TARDBP	HIPK2	human	pred
-	O75525	Q96MU7	KHDRBS3	YTHDC1	human	exp_pred
-	P10275	P31751	AR	AKT2	human	pred
-	P51843	Q9Y618	NR0B1	NCOR2	human	pred
-	O95931	P06400	CBX7	RB1	human	pred
-	Q9BZA7	Q9Y5H4	PCDH11X	PCDHGA1	human	pred
-	Q9GZV4	Q9Y2R5	EIF5A2	MRPS17	human	pred
-	Q9H2X6	Q9H2X6	HIPK2	HIPK2	human	exp_pred
-	O75525	Q9UKA9	KHDRBS3	PTBP2	human	exp
-	O95758	Q9UM13	PTBP3	ANAPC10	human	exp
-	Q8N126	Q9Y6N7	CADM3	ROBO1	human	pred
-	P05412	P06400	JUN	RB1	human	exp_pred
-	Q8NDT2	Q96T37	RBM15B	RBM15	human	exp_pred
-	P10636	Q9ULB1	MAPT	NRXN1	human	pred
-	A0AV96	P43243	RBM47	MATR3	human	pred
-	P33240	Q16629	CSTF2	SRSF7	human	pred
-	P41161	Q13485	ETV5	SMAD4	human	pred
-	Q96J87	Q9Y5S9	CELF6	RBM8A	human	pred
-	O94888	Q92905	UBXN7	COPS5	human	pred
-	O15379	Q96EB6	HDAC3	SIRT1	human	pred
-	P38159	Q8TBF4	RBMX	ZCRB1	human	pred
-	Q15652	Q9Y6Q9	JMJD1C	NCOA3	human	pred
-	P52298	Q15434	NCBP2	RBMS2	human	pred
-	Q92879	Q9H6T0	CELF1	ESRP2	human	pred
-	P29374	Q05516	ARID4A	ZBTB16	human	pred
-	Q12849	Q9H6E5	GRSF1	TUT1	human	pred
-	Q86U06	Q86U06	RBM23	RBM23	human	ortho
-	P62258	Q49AN0	YWHAE	CRY2	human	exp
-	Q08174	Q9Y5H1	PCDH1	PCDHGA2	human	pred
-	Q8NI36	Q9NVP1	WDR36	DDX18	human	exp
-	P51843	Q13772	NR0B1	NCOA4	human	pred
-	O60506	Q01130	SYNCRIP	SRSF2	human	pred
-	P26368	Q8WXA9	U2AF2	SREK1	human	pred
-	P62258	Q92804	YWHAE	TAF15	human	ortho
-	Q09472	Q15750	EP300	TAB1	human	pred
-	O15530	P63261	PDPK1	ACTG1	human	ortho_pred
-	P84103	Q8WWY3	SRSF3	PRPF31	human	pred
-	P33240	Q9H6T0	CSTF2	ESRP2	human	pred
-	P98175	Q9UKA9	RBM10	PTBP2	human	exp_pred
-	P54577	P55795	YARS	HNRNPH2	human	exp
-	P55290	Q16665	CDH13	HIF1A	human	pred
-	P20042	P62266	EIF2S2	RPS23	human	pred
-	P62266	Q05639	RPS23	EEF1A2	human	pred
-	O75376	P84022	NCOR1	SMAD3	human	pred
-	O95319	Q9BWF3	CELF2	RBM4	human	pred
-	P54578	P83916	USP14	CBX1	human	pred
-	P22303	P62258	ACHE	YWHAE	human	ortho
-	Q7Z6Z7	Q9Y266	HUWE1	NUDC	human	exp
-	O43930	P49674	PRKY	CSNK1E	human	pred
-	Q14498	Q5SZQ8	RBM39	CELF3	human	pred
-	P26368	P43243	U2AF2	MATR3	human	exp
-	P26358	Q16777	DNMT1	HIST2H2AC	human	exp
-	O00308	P01574	WWP2	IFNB1	human	pred
-	O43251	P48634	RBFOX2	PRRC2A	human	exp
-	P09012	Q13619	SNRPA	CUL4A	human	exp
-	P03372	P78317	ESR1	RNF4	human	exp_pred
-	O75526	Q07955	RBMXL2	SRSF1	human	pred
-	Q13243	Q14103	SRSF5	HNRNPD	human	pred
-	P05198	Q9NQC7	EIF2S1	CYLD	human	exp
-	O95758	Q9BQ04	PTBP3	RBM4B	human	pred
-	P04150	P14921	NR3C1	ETS1	human	exp_pred
-	O43699	Q9Y5H4	SIGLEC6	PCDHGA1	human	pred
-	Q16665	Q96EB6	HIF1A	SIRT1	human	pred
-	P0CG48	P23246	UBC	SFPQ	human	exp
-	P05015	Q9NQ94	IFNA16	A1CF	human	pred
-	O60248	Q16695	SOX15	HIST3H3	human	pred
-	P20042	P50991	EIF2S2	CCT4	human	ortho
-	Q13243	Q9HCJ3	SRSF5	RAVER2	human	pred
-	Q9HCG8	Q9Y3B4	CWC22	SF3B6	human	pred
-	O43318	P12931	MAP3K7	SRC	human	pred
-	O15530	O15530	PDPK1	PDPK1	human	exp
-	P35222	Q8IUQ4	CTNNB1	SIAH1	human	exp_pred
-	P08047	P41235	SP1	HNF4A	human	exp_pred
-	Q13242	Q96MU7	SRSF9	YTHDC1	human	pred
-	O15379	P29374	HDAC3	ARID4A	human	exp_pred
-	O00308	Q9BZ29	WWP2	DOCK9	human	pred
-	P55795	Q9P2K5	HNRNPH2	MYEF2	human	pred
-	P01243	P01570	-	IFNA14	human	pred
-	P26599	P38398	PTBP1	BRCA1	human	exp
-	P54274	Q9NZT2	TERF1	OGFR	human	exp
-	O43390	P03372	HNRNPR	ESR1	human	exp
-	P98175	Q7Z6Z7	RBM10	HUWE1	human	exp
-	P62258	Q07955	YWHAE	SRSF1	human	exp_ortho
-	Q9Y5H5	Q9Y5H7	PCDHA9	PCDHA5	human	pred
-	P98179	Q92904	RBM3	DAZL	human	pred
-	P55286	Q9Y5H5	CDH8	PCDHA9	human	pred
-	Q13242	Q15233	SRSF9	NONO	human	pred
-	P07910	Q15029	HNRNPC	EFTUD2	human	exp_pred
-	P26368	P54253	U2AF2	ATXN1	human	exp_pred
-	P26599	Q96J87	PTBP1	CELF6	human	pred
-	P06730	Q00987	EIF4E	MDM2	human	pred
-	Q15020	Q9H0Z9	SART3	RBM38	human	pred
-	P49759	Q9BWF3	CLK1	RBM4	human	pred
-	O43680	Q13547	TCF21	HDAC1	human	ortho_pred
-	Q13185	Q16695	CBX3	HIST3H3	human	exp_pred
-	Q9BY67	Q9Y5H7	CADM1	PCDHA5	human	pred
-	Q5JQF8	Q8N9W6	PABPC1L2A	BOLL	human	pred
-	Q14103	Q8IXT5	HNRNPD	RBM12B	human	pred
-	P08263	P08263	GSTA1	GSTA1	human	exp_pred
-	O43719	Q9H6E5	HTATSF1	TUT1	human	pred
-	P26599	Q32P51	PTBP1	HNRNPA1L2	human	pred
-	P23246	Q7Z6Z7	SFPQ	HUWE1	human	exp
-	P05412	Q13247	JUN	SRSF6	human	exp
-	Q15717	Q8N9W6	ELAVL1	BOLL	human	pred
-	P22626	Q96RS0	HNRNPA2B1	TGS1	human	pred
-	Q16560	Q96PU8	SNRNP35	QKI	human	pred
-	Q96DU9	Q9H0L4	PABPC5	CSTF2T	human	pred
-	P38159	P52272	RBMX	HNRNPM	human	exp_pred
-	Q16560	Q9NW64	SNRNP35	RBM22	human	pred
-	P06400	Q13772	RB1	NCOA4	human	pred
-	P27348	P40227	YWHAQ	CCT6A	human	pred
-	Q32P51	Q96J87	HNRNPA1L2	CELF6	human	pred
-	P98179	Q14103	RBM3	HNRNPD	human	pred
-	O75309	P55286	CDH16	CDH8	human	pred
-	Q13618	Q9Y6Q9	CUL3	NCOA3	human	exp
-	P49761	P68400	CLK3	CSNK2A1	human	pred
-	P09012	P14868	SNRPA	DARS	human	pred
-	O60506	Q9NW64	SYNCRIP	RBM22	human	pred
-	Q16555	Q7Z6Z7	DPYSL2	HUWE1	human	ortho
-	P06401	P12931	PGR	SRC	human	exp_pred
-	P54727	Q06609	RAD23B	RAD51	human	pred
-	A0AV96	P05455	RBM47	SSB	human	pred
-	O95813	Q96RT6	CER1	CTAGE1	human	pred
-	Q14011	Q9BQ04	CIRBP	RBM4B	human	pred
-	P38398	Q13233	BRCA1	MAP3K1	human	exp_pred
-	P05014	Q9NR48	IFNA4	ASH1L	human	pred
-	P10636	P48643	MAPT	CCT5	human	pred
-	O00213	P84022	APBB1	SMAD3	human	pred
-	Q15414	Q9BRL6	-	SRSF8	human	pred
-	O00213	P54274	APBB1	TERF1	human	pred
-	Q8N6W0	Q9NTZ6	CELF5	RBM12	human	pred
-	P06400	Q9UNL4	RB1	ING4	human	pred
-	P62244	Q99558	RPS15A	MAP3K14	human	exp_pred
-	P60842	Q9NRD1	EIF4A1	FBXO6	human	exp
-	P01570	Q9UIB8	IFNA14	CD84	human	pred
-	Q9BQY4	Q9BQY4	RHOXF2	RHOXF2	human	exp
-	O43680	Q15796	TCF21	SMAD2	human	pred
-	P55290	Q13449	CDH13	LSAMP	human	pred
-	Q9UKM9	Q9Y5S9	RALY	RBM8A	human	pred
-	Q08170	Q9NZI8	SRSF4	IGF2BP1	human	pred
-	Q9BWF3	Q9NW64	RBM4	RBM22	human	exp_pred
-	P84022	Q00653	SMAD3	NFKB2	human	pred
-	P63241	Q9GZV4	EIF5A	EIF5A2	human	pred
-	Q13247	Q15287	SRSF6	RNPS1	human	exp_pred
-	P43243	Q9UDY4	MATR3	DNAJB4	human	pred
-	Q15717	Q32P51	ELAVL1	HNRNPA1L2	human	pred
-	A6NFN3	P98175	RBFOX3	RBM10	human	pred
-	Q09161	Q7Z6Z7	NCBP1	HUWE1	human	exp
-	P20042	P26196	EIF2S2	DDX6	human	ortho
-	P03372	P78371	ESR1	CCT2	human	exp
-	Q13748	Q9NYJ8	TUBA3C	TAB2	human	exp_pred
-	Q13595	Q9UHX1	TRA2A	PUF60	human	pred
-	P26368	Q13526	U2AF2	PIN1	human	exp
-	P51532	Q8TD26	SMARCA4	CHD6	human	pred
-	Q15414	Q16629	-	SRSF7	human	pred
-	Q5T653	Q9NQC7	MRPL2	CYLD	human	exp
-	P31943	P50991	HNRNPH1	CCT4	human	exp
-	P23246	Q32P51	SFPQ	HNRNPA1L2	human	pred
-	Q4G0J3	Q9UPN6	LARP7	SCAF8	human	pred
-	Q01130	Q9BRL6	SRSF2	SRSF8	human	pred
-	Q9UL03	Q9Y3B4	INTS6	SF3B6	human	pred
-	O00308	P11940	WWP2	PABPC1	human	exp
-	P23396	P43243	RPS3	MATR3	human	pred
-	P13056	Q92769	NR2C1	HDAC2	human	exp
-	Q9H0Z9	Q9NZI8	RBM38	IGF2BP1	human	pred
-	O60315	Q8N6I1	ZEB2	EID2	human	pred
-	P06400	Q96RS0	RB1	TGS1	human	pred
-	P23246	Q9Y520	SFPQ	PRRC2C	human	exp
-	P62258	Q05086	YWHAE	UBE3A	human	exp_ortho
-	P68400	Q92769	CSNK2A1	HDAC2	human	exp_pred
-	O14933	Q9Y4X5	UBE2L6	ARIH1	human	exp_pred
-	O00308	P54725	WWP2	RAD23A	human	pred
-	P51532	Q6AZZ1	SMARCA4	TRIM68	human	pred
-	P10586	Q9Y5H4	PTPRF	PCDHGA1	human	pred
-	A6NFN3	O75494	RBFOX3	SRSF10	human	pred
-	Q05516	Q15583	ZBTB16	TGIF1	human	pred
-	P52756	Q15717	RBM5	ELAVL1	human	pred
-	P62258	Q99593	YWHAE	TBX5	human	ortho
-	P0C7M2	Q86U42	-	PABPN1	human	pred
-	Q92793	Q99558	CREBBP	MAP3K14	human	pred
-	Q9Y388	Q9Y388	RBMX2	RBMX2	human	pred
-	O95425	Q9Y4B4	SVIL	RAD54L2	human	pred
-	P14921	Q16665	ETS1	HIF1A	human	pred
-	O60341	Q96SW2	KDM1A	CRBN	human	exp
-	Q8IZX4	Q9Y232	TAF1L	CDYL	human	pred
-	P22626	Q9BQ04	HNRNPA2B1	RBM4B	human	pred
-	P13056	Q13547	NR2C1	HDAC1	human	exp_pred
-	Q9UHD2	Q9Y2T4	TBK1	PPP2R2C	human	pred
-	P98175	Q8IY67	RBM10	RAVER1	human	pred
-	O43390	P09651	HNRNPR	HNRNPA1	human	exp_pred
-	P49321	Q92769	NASP	HDAC2	human	pred
-	P84022	Q14974	SMAD3	KPNB1	human	exp
-	P55209	Q9NVP1	NAP1L1	DDX18	human	pred
-	Q13595	Q14103	TRA2A	HNRNPD	human	pred
-	P05455	Q9Y3B4	SSB	SF3B6	human	pred
-	Q13485	Q9BZ29	SMAD4	DOCK9	human	pred
-	P05455	Q07955	SSB	SRSF1	human	pred
-	O43699	Q9BZA7	SIGLEC6	PCDH11X	human	pred
-	O15530	Q9UNE7	PDPK1	STUB1	human	pred
-	P51532	Q15583	SMARCA4	TGIF1	human	pred
-	P62805	Q14686	HIST1H4A	NCOA6	human	pred
-	P00533	Q02040	EGFR	AKAP17A	human	exp
-	P0C7M2	Q9UKA9	-	PTBP2	human	pred
-	P61978	Q9BTD8	HNRNPK	RBM42	human	exp_pred
-	P62805	Q8IUQ4	HIST1H4A	SIAH1	human	exp
-	Q16778	Q92905	HIST2H2BE	COPS5	human	exp
-	O14964	P09012	HGS	SNRPA	human	pred
-	O60341	Q12873	KDM1A	CHD3	human	exp_pred
-	P48643	Q92526	CCT5	CCT6B	human	exp_ortho_pred
-	P09012	Q01130	SNRPA	SRSF2	human	pred
-	P52298	Q13838	NCBP2	DDX39B	human	exp_pred
-	P62701	Q00653	RPS4X	NFKB2	human	exp_pred
-	Q13547	Q96L73	HDAC1	NSD1	human	pred
-	P35637	P35637	FUS	FUS	human	exp_pred
-	Q09472	Q99733	EP300	NAP1L4	human	exp_pred
-	Q99801	Q9NZR4	NKX3-1	VSX1	human	pred
-	Q92831	Q92905	KAT2B	COPS5	human	pred
-	P38398	Q92769	BRCA1	HDAC2	human	exp_pred
-	P31943	P84103	HNRNPH1	SRSF3	human	pred
-	Q8WWY3	Q8WWY3	PRPF31	PRPF31	human	exp_ortho
-	Q9BTD8	Q9P2K5	RBM42	MYEF2	human	pred
-	P11940	Q96J87	PABPC1	CELF6	human	pred
-	O43699	Q9BY67	SIGLEC6	CADM1	human	pred
-	P38398	P61978	BRCA1	HNRNPK	human	exp
-	P03372	Q99832	ESR1	CCT7	human	exp
-	Q13310	Q16666	PABPC4	IFI16	human	exp
-	Q92879	Q9BWF3	CELF1	RBM4	human	pred
-	P17987	P31946	TCP1	YWHAB	human	ortho_pred
-	Q03112	Q9UJU2	MECOM	LEF1	human	pred
-	Q13242	Q96BT7	SRSF9	ALKBH8	human	pred
-	P35637	Q01130	FUS	SRSF2	human	exp_ortho_pred
-	P04150	P63261	NR3C1	ACTG1	human	pred
-	Q13247	Q15717	SRSF6	ELAVL1	human	exp_pred
-	P31749	Q5S007	AKT1	LRRK2	human	exp
-	P31749	Q9HBE1	AKT1	PATZ1	human	pred
-	P14866	Q16629	HNRNPL	SRSF7	human	pred
-	P61978	Q9Y272	HNRNPK	RASD1	human	exp
-	P43243	P62244	MATR3	RPS15A	human	pred
-	O14964	Q13233	HGS	MAP3K1	human	exp
-	Q13310	Q9H0Z9	PABPC4	RBM38	human	pred
-	O15530	P25054	PDPK1	APC	human	pred
-	P22626	Q9BZB8	HNRNPA2B1	CPEB1	human	pred
-	P23396	P62280	RPS3	RPS11	human	exp_ortho_pred
-	P98179	Q9Y3B4	RBM3	SF3B6	human	pred
-	P23396	Q8TBF4	RPS3	ZCRB1	human	exp
-	P02545	Q03112	LMNA	MECOM	human	exp
-	P10275	P29374	AR	ARID4A	human	pred
-	O95931	Q9BYE7	CBX7	PCGF6	human	exp_ortho
-	P84022	P84022	SMAD3	SMAD3	human	exp_ortho_pred
-	P20701	P40337	ITGAL	VHL	human	exp
-	P14921	P15336	ETS1	ATF2	human	exp_pred
-	Q15223	Q8TAB3	NECTIN1	PCDH19	human	pred
-	A6NFN3	Q13148	RBFOX3	TARDBP	human	pred
-	O75197	Q04771	LRP5	ACVR1	human	pred
-	Q8N2W9	Q9Y6Q9	PIAS4	NCOA3	human	pred
-	P68104	P68104	EEF1A1	EEF1A1	human	exp
-	Q8NBT0	Q9Y266	POC1A	NUDC	human	exp
-	Q15797	Q92905	SMAD1	COPS5	human	pred
-	P05412	Q15796	JUN	SMAD2	human	exp_pred
-	P51532	Q05516	SMARCA4	ZBTB16	human	pred
-	O14979	Q9GZQ8	HNRNPDL	MAP1LC3B	human	exp
-	O43318	Q16288	MAP3K7	NTRK3	human	pred
-	O95947	Q09472	TBX6	EP300	human	pred
-	Q8WXA9	Q96LT9	SREK1	RNPC3	human	pred
-	P26368	Q9UPN6	U2AF2	SCAF8	human	pred
-	P02545	Q96MU7	LMNA	YTHDC1	human	pred
-	P51843	Q9Y252	NR0B1	RNF6	human	pred
-	Q96EB6	Q96L73	SIRT1	NSD1	human	pred
-	Q9GZN2	Q9UHL0	TGIF2	DDX25	human	pred
-	P11940	Q86U06	PABPC1	RBM23	human	pred
-	P02751	P78371	FN1	CCT2	human	exp
-	Q09472	Q8N2W9	EP300	PIAS4	human	pred
-	P09651	P12004	HNRNPA1	PCNA	human	pred
-	O14917	Q9Y5E1	PCDH17	PCDHB9	human	pred
-	P09651	P19338	HNRNPA1	NCL	human	exp_pred
-	P62068	Q16778	USP46	HIST2H2BE	human	exp
-	Q8WVV9	Q9UPN6	HNRNPLL	SCAF8	human	pred
-	P29353	P63261	SHC1	ACTG1	human	exp
-	A6NFN3	Q08170	RBFOX3	SRSF4	human	pred
-	O15393	Q9HBE1	TMPRSS2	PATZ1	human	pred
-	P62805	P63261	HIST1H4A	ACTG1	human	pred
-	Q14686	Q9ULJ6	NCOA6	ZMIZ1	human	pred
-	Q15029	Q92831	EFTUD2	KAT2B	human	pred
-	Q96T37	Q9P2K5	RBM15	MYEF2	human	pred
-	P01574	Q13748	IFNB1	TUBA3C	human	pred
-	Q9H6E5	Q9NW64	TUT1	RBM22	human	pred
-	P05412	Q15020	JUN	SART3	human	exp
-	P27348	P27348	YWHAQ	YWHAQ	human	exp_pred
-	P17275	Q13547	JUNB	HDAC1	human	pred
-	P03372	Q14011	ESR1	CIRBP	human	exp
-	P48436	Q13950	SOX9	RUNX2	human	exp_pred
-	Q9NS23	Q9NS23	RASSF1	RASSF1	human	exp
-	Q9BX46	Q9BZC1	RBM24	CELF4	human	pred
-	P98175	Q07955	RBM10	SRSF1	human	pred
-	P12236	P23396	SLC25A6	RPS3	human	pred
-	P12236	P62244	SLC25A6	RPS15A	human	pred
-	Q08554	Q9BZA7	DSC1	PCDH11X	human	pred
-	O00141	P60484	SGK1	PTEN	human	pred
-	Q06330	Q09472	RBPJ	EP300	human	pred
-	O95453	Q15233	PARN	NONO	human	pred
-	O95319	Q96J87	CELF2	CELF6	human	pred
-	Q969R5	Q9Y618	L3MBTL2	NCOR2	human	pred
-	Q00987	Q14686	MDM2	NCOA6	human	pred
-	P41235	Q13485	HNF4A	SMAD4	human	exp_pred
-	P49759	Q9Y3B4	CLK1	SF3B6	human	pred
-	P08047	Q9UMN6	SP1	KMT2B	human	pred
-	Q96RS0	Q9Y333	TGS1	LSM2	human	pred
-	Q92793	Q92831	CREBBP	KAT2B	human	exp_ortho_pred
-	Q12873	Q12873	CHD3	CHD3	human	exp
-	P83916	Q92769	CBX1	HDAC2	human	exp_pred
-	P68400	Q9H0U9	CSNK2A1	TSPYL1	human	exp
-	P84103	Q9UNP9	SRSF3	PPIE	human	pred
-	Q9UN73	Q9Y5E1	PCDHA6	PCDHB9	human	pred
-	Q05707	Q9Y5H1	COL14A1	PCDHGA2	human	pred
-	Q92526	Q99832	CCT6B	CCT7	human	exp_ortho_pred
-	Q9ULB1	Q9Y6N8	NRXN1	CDH10	human	pred
-	P63261	Q9NRD1	ACTG1	FBXO6	human	exp
-	P54577	Q9Y2R5	YARS	MRPS17	human	pred
-	Q8N126	Q9Y5F3	CADM3	PCDHB1	human	pred
-	P51532	Q9HBE1	SMARCA4	PATZ1	human	pred
-	P29558	Q13595	RBMS1	TRA2A	human	pred
-	O43390	P28482	HNRNPR	MAPK1	human	exp
-	Q13618	Q86V81	CUL3	ALYREF	human	exp
-	O00141	P26196	SGK1	DDX6	human	exp
-	Q8N5Y2	Q9UNL4	MSL3	ING4	human	pred
-	P29353	P60484	SHC1	PTEN	human	exp_pred
-	O00141	P0CG48	SGK1	UBC	human	exp
-	Q13595	Q9Y388	TRA2A	RBMX2	human	pred
-	P09884	Q8N5Y2	POLA1	MSL3	human	pred
-	Q13310	Q8NDT2	PABPC4	RBM15B	human	pred
-	O43318	P31751	MAP3K7	AKT2	human	pred
-	P12236	Q14974	SLC25A6	KPNB1	human	pred
-	P40227	Q00005	CCT6A	PPP2R2B	human	exp_pred
-	P02751	P32119	FN1	PRDX2	human	exp
-	Q9BZA7	Q9Y5E2	PCDH11X	PCDHB7	human	pred
-	P31943	P52597	HNRNPH1	HNRNPF	human	exp_pred
-	P54274	Q13485	TERF1	SMAD4	human	exp_pred
-	P12236	P27348	SLC25A6	YWHAQ	human	pred
-	O43463	P49368	SUV39H1	CCT3	human	exp
-	Q13618	Q9BQ04	CUL3	RBM4B	human	exp
-	Q86U42	Q9NW64	PABPN1	RBM22	human	pred
-	P04150	Q9UNE7	NR3C1	STUB1	human	exp_pred
-	P03372	P61964	ESR1	WDR5	human	exp_pred
-	P23246	Q13151	SFPQ	HNRNPA0	human	pred
-	P52597	Q08170	HNRNPF	SRSF4	human	pred
-	Q8N6W0	Q96I25	CELF5	RBM17	human	pred
-	P08579	Q9NZI8	SNRPB2	IGF2BP1	human	pred
-	P14859	Q92793	POU2F1	CREBBP	human	pred
-	P35222	Q15796	CTNNB1	SMAD2	human	exp_pred
-	P68366	P98175	TUBA4A	RBM10	human	pred
-	Q9Y5E2	Q9Y5F3	PCDHB7	PCDHB1	human	pred
-	P22626	P51991	HNRNPA2B1	HNRNPA3	human	exp_pred
-	Q93062	Q9BWF3	RBPMS	RBM4	human	pred
-	P68400	Q9H2X6	CSNK2A1	HIPK2	human	pred
-	P41235	Q92793	HNF4A	CREBBP	human	exp_pred
-	Q8N9W6	Q9NQ94	BOLL	A1CF	human	pred
-	O60341	P23246	KDM1A	SFPQ	human	exp_pred
-	O43463	Q96SW2	SUV39H1	CRBN	human	exp
-	P29558	P52597	RBMS1	HNRNPF	human	pred
-	P22626	Q16665	HNRNPA2B1	HIF1A	human	pred
-	Q14686	Q9Y6Q9	NCOA6	NCOA3	human	pred
-	Q01196	Q92831	RUNX1	KAT2B	human	pred
-	O75581	O95813	LRP6	CER1	human	pred
-	O00213	O96028	APBB1	NSD2	human	pred
-	P62258	P62258	YWHAE	YWHAE	human	exp_ortho
-	P52756	Q09161	RBM5	NCBP1	human	pred
-	P49736	Q16778	MCM2	HIST2H2BE	human	exp
-	P78317	Q9Y252	RNF4	RNF6	human	pred
-	A0AV96	Q15233	RBM47	NONO	human	pred
-	Q05086	Q14498	UBE3A	RBM39	human	pred
-	P23246	Q92793	SFPQ	CREBBP	human	pred
-	P14672	P31943	SLC2A4	HNRNPH1	human	pred
-	Q05516	Q6TFL4	ZBTB16	KLHL24	human	pred
-	P07550	Q05639	ADRB2	EEF1A2	human	pred
-	P11940	P31943	PABPC1	HNRNPH1	human	pred
-	O15379	Q12824	HDAC3	SMARCB1	human	pred
-	P26599	P43243	PTBP1	MATR3	human	exp_pred
-	O75494	Q8IWL3	SRSF10	HSCB	human	exp
-	Q6XE24	Q96T37	RBMS3	RBM15	human	pred
-	P08047	Q8N6I1	SP1	EID2	human	pred
-	P02751	Q14011	FN1	CIRBP	human	exp
-	P51689	Q8N9W6	ARSD	BOLL	human	pred
-	P62258	Q96PU8	YWHAE	QKI	human	ortho
-	O95758	Q8WVV9	PTBP3	HNRNPLL	human	pred
-	P01570	Q8TCN5	IFNA14	ZNF507	human	pred
-	Q12824	Q9H2X6	SMARCB1	HIPK2	human	pred
-	P23246	Q15029	SFPQ	EFTUD2	human	exp_pred
-	P12004	Q9NYB0	PCNA	TERF2IP	human	pred
-	P48436	P48436	SOX9	SOX9	human	exp
-	P22626	Q15717	HNRNPA2B1	ELAVL1	human	exp_pred
-	P14866	P38398	HNRNPL	BRCA1	human	exp
-	P01570	P05014	IFNA14	IFNA4	human	pred
-	Q9H320	Q9UHL0	VCX	DDX25	human	pred
-	O95758	Q9Y294	PTBP3	ASF1A	human	exp
-	Q14781	Q99496	CBX2	RNF2	human	exp_ortho_pred
-	P62266	Q00005	RPS23	PPP2R2B	human	exp
-	Q13595	Q99496	TRA2A	RNF2	human	exp
-	P14866	Q96EP5	HNRNPL	DAZAP1	human	pred
-	O43865	Q96HN2	AHCYL1	AHCYL2	human	exp_ortho_pred
-	Q14498	Q92793	RBM39	CREBBP	human	pred
-	O60674	Q9UDY6	JAK2	TRIM10	human	pred
-	P38159	Q15434	RBMX	RBMS2	human	pred
-	P45973	Q15022	CBX5	SUZ12	human	exp_pred
-	P05455	Q13233	SSB	MAP3K1	human	pred
-	Q15717	Q99496	ELAVL1	RNF2	human	exp
-	P52756	Q8WVV9	RBM5	HNRNPLL	human	pred
-	P61978	P78362	HNRNPK	SRPK2	human	exp
-	P17275	Q9Y618	JUNB	NCOR2	human	pred
-	Q08554	Q9BQT9	DSC1	CLSTN3	human	pred
-	P31943	Q01130	HNRNPH1	SRSF2	human	ortho_pred
-	P11940	Q9BQ04	PABPC1	RBM4B	human	pred
-	P62244	Q8WVV9	RPS15A	HNRNPLL	human	pred
-	Q13761	Q9Y6Q9	RUNX3	NCOA3	human	pred
-	Q13618	Q9H081	CUL3	MIS12	human	pred
-	P84022	Q8TEW8	SMAD3	PARD3B	human	pred
-	Q13233	Q9NYJ8	MAP3K1	TAB2	human	pred
-	P49736	Q9UHD2	MCM2	TBK1	human	exp
-	P28482	Q93062	MAPK1	RBPMS	human	pred
-	Q14103	Q32P51	HNRNPD	HNRNPA1L2	human	pred
-	P02751	P20701	FN1	ITGAL	human	pred
-	P03372	P13056	ESR1	NR2C1	human	exp_pred
-	P10275	Q9ULJ6	AR	ZMIZ1	human	exp_pred
-	Q15717	Q96H35	ELAVL1	RBM18	human	pred
-	P08579	P98175	SNRPB2	RBM10	human	pred
-	P55209	Q12873	NAP1L1	CHD3	human	pred
-	P09651	Q16629	HNRNPA1	SRSF7	human	exp_pred
-	P62258	Q9Y618	YWHAE	NCOR2	human	exp_ortho_pred
-	P68400	Q9UNN5	CSNK2A1	FAF1	human	exp_pred
-	A5A3E0	P68133	POTEF	ACTA1	human	pred
-	Q15020	Q9UKA9	SART3	PTBP2	human	pred
-	Q00987	Q05086	MDM2	UBE3A	human	exp_pred
-	P09651	Q9UPN6	HNRNPA1	SCAF8	human	pred
-	O75526	P84103	RBMXL2	SRSF3	human	pred
-	P63167	Q9Y266	DYNLL1	NUDC	human	pred
-	P26378	Q8WXA9	ELAVL4	SREK1	human	pred
-	P61978	Q07955	HNRNPK	SRSF1	human	exp_pred
-	Q08170	Q8WXA9	SRSF4	SREK1	human	exp_pred
-	Q6XE24	Q8IYX4	RBMS3	DND1	human	pred
-	Q93062	Q9Y5S9	RBPMS	RBM8A	human	pred
-	O75494	O95758	SRSF10	PTBP3	human	pred
-	Q14686	Q9Y618	NCOA6	NCOR2	human	exp_pred
